ngrama,frecuencia,tfidf,specificity_score,ngram_size,rol
claro eso,358,0.006221,0.006221,2,victima
algun tipo,346,0.00622,0.00622,2,victima
muy buena,369,0.006217,0.006217,2,victima
porque estaban,405,0.006211,0.006211,2,victima
hasta ahi,367,0.006203,0.006203,2,victima
claro porque,402,0.006159,0.006159,2,victima
pues verdad,344,0.006159,0.006159,2,victima
como decia,400,0.00615,0.00615,2,victima
como ahi,372,0.00612,0.00612,2,victima
bueno ahi,384,0.00609,0.00609,2,victima
eso usted,348,0.006081,0.006081,2,victima
comision verdad,328,0.006061,0.006061,2,victima
entonces dice,414,0.006033,0.006033,2,victima
pues entonces,361,0.006023,0.006023,2,victima
dijo usted,417,0.006023,0.006023,2,victima
como dije,398,0.006022,0.006022,2,victima
toda familia,345,0.006011,0.006011,2,victima
bueno como,358,0.006007,0.006007,2,victima
estaba pasando,363,0.00596,0.00596,2,victima
guerrilla guerrilla,330,0.005902,0.005902,2,victima
como sea,343,0.005898,0.005898,2,victima
eso gente,329,0.005885,0.005885,2,victima
son muy,348,0.005885,0.005885,2,victima
mil pesos,362,0.005879,0.005879,2,victima
asi pues,328,0.005864,0.005864,2,victima
gente pues,351,0.00586,0.00586,2,victima
como pues,350,0.005844,0.005844,2,victima
entonces digo,355,0.005841,0.005841,2,victima
estan haciendo,339,0.00584,0.00584,2,victima
pues gente,320,0.005812,0.005812,2,victima
porque verdad,312,0.005802,0.005802,2,victima
muy bueno,306,0.005797,0.005797,2,victima
gente entonces,333,0.005792,0.005792,2,victima
cree usted,267,0.005781,0.005781,2,victima
estaba como,341,0.005781,0.005781,2,victima
pues pues,332,0.005781,0.005781,2,victima
guerrilla entonces,319,0.005775,0.005775,2,victima
gente porque,313,0.005771,0.005771,2,victima
como llama,309,0.005769,0.005769,2,victima
digamos como,382,0.005764,0.005764,2,victima
test usted,282,0.005753,0.005753,2,victima
pues hay,320,0.005733,0.005733,2,victima
hay como,337,0.005731,0.005731,2,victima
entonces estaba,364,0.005721,0.005721,2,victima
nada ver,337,0.005716,0.005716,2,victima
porque muy,313,0.005715,0.005715,2,victima
estaba trabajando,325,0.00571,0.00571,2,victima
daba miedo,297,0.005706,0.005706,2,victima
habian hecho,337,0.005693,0.005693,2,victima
pues muy,323,0.005673,0.005673,2,victima
entonces creo,384,0.005668,0.005668,2,victima
porque tenian,308,0.005666,0.005666,2,victima
asi eso,332,0.005658,0.005658,2,victima
hay muchas,306,0.005652,0.005652,2,victima
son como,332,0.005636,0.005636,2,victima
pues estaba,344,0.005631,0.005631,2,victima
toco salir,311,0.005619,0.005619,2,victima
tal parte,337,0.005605,0.005605,2,victima
margen ley,297,0.005601,0.005601,2,victima
todas partes,334,0.005601,0.005601,2,victima
actores armados,302,0.005597,0.005597,2,victima
porque porque,359,0.005588,0.005588,2,victima
salir adelante,270,0.005588,0.005588,2,victima
claro entonces,333,0.005573,0.005573,2,victima
hay nada,305,0.00557,0.00557,2,victima
como hay,291,0.005561,0.005561,2,victima
gente gente,304,0.005556,0.005556,2,victima
buenas tardes,213,0.005535,0.005535,2,victima
porque esto,296,0.005523,0.005523,2,victima
claro claro,335,0.005519,0.005519,2,victima
estados unidos,407,0.005518,0.005518,2,victima
eso despues,316,0.005497,0.005497,2,victima
bien porque,282,0.005487,0.005487,2,victima
mama papa,273,0.005484,0.005484,2,victima
sea usted,298,0.005483,0.005483,2,victima
hay personas,296,0.00548,0.00548,2,victima
pues creo,309,0.005477,0.005477,2,victima
guerrilla porque,303,0.005476,0.005476,2,victima
porque soy,290,0.005457,0.005457,2,victima
mucho miedo,302,0.005448,0.005448,2,victima
porque decian,281,0.005446,0.005446,2,victima
eso sido,287,0.005444,0.005444,2,victima
grupos paramilitares,282,0.005424,0.005424,2,victima
como gente,304,0.005422,0.005422,2,victima
esto porque,291,0.005422,0.005422,2,victima
como dicen,325,0.005413,0.005413,2,victima
consentimiento informado,256,0.005399,0.005399,2,victima
porque papa,323,0.005389,0.005389,2,victima
eso eran,297,0.005384,0.005384,2,victima
como familia,267,0.005374,0.005374,2,victima
como personas,262,0.005374,0.005374,2,victima
porque entonces,306,0.005367,0.005367,2,victima
gente eso,277,0.00536,0.00536,2,victima
digo eso,285,0.005352,0.005352,2,victima
usted usted,285,0.005335,0.005335,2,victima
hasta momento,275,0.005317,0.005317,2,victima
quien sabe,297,0.00531,0.00531,2,victima
poco poco,290,0.005296,0.005296,2,victima
gente ahi,283,0.005295,0.005295,2,victima
entonces despues,288,0.005294,0.005294,2,victima
menos como,272,0.005266,0.005266,2,victima
quienes eran,276,0.005252,0.005252,2,victima
paso nada,257,0.005242,0.005242,2,victima
estaba estaba,299,0.00524,0.00524,2,victima
junta accion,292,0.005227,0.005227,2,victima
muchisimas gracias,252,0.005224,0.005224,2,victima
como organizacion,261,0.005213,0.005213,2,victima
raiz eso,281,0.005209,0.005209,2,victima
porque sea,275,0.005205,0.005205,2,victima
porque decia,312,0.005175,0.005175,2,victima
muy mal,282,0.005169,0.005169,2,victima
eso menos,245,0.005166,0.005166,2,victima
muy poco,273,0.005159,0.005159,2,victima
bueno usted,260,0.005157,0.005157,2,victima
usted cree,237,0.005147,0.005147,2,victima
dio cuenta,287,0.005142,0.005142,2,victima
como dos,261,0.005127,0.005127,2,victima
porque iban,273,0.00512,0.00512,2,victima
guerrilla eso,249,0.005118,0.005118,2,victima
dijo eso,294,0.005115,0.005115,2,victima
eso quedo,258,0.005113,0.005113,2,victima
como llamaba,239,0.005098,0.005098,2,victima
nada pues,268,0.005096,0.005096,2,victima
porque teniamos,274,0.005096,0.005096,2,victima
fuerzas armadas,280,0.005088,0.005088,2,victima
entonces llego,303,0.005079,0.005079,2,victima
estaban haciendo,279,0.005079,0.005079,2,victima
gente estaba,267,0.005077,0.005077,2,victima
hay muchos,246,0.005072,0.005072,2,victima
ejercito ejercito,264,0.005072,0.005072,2,victima
ustedes como,231,0.005068,0.005068,2,victima
eso dije,305,0.005055,0.005055,2,victima
porque sabia,259,0.005033,0.005033,2,victima
dijo pues,300,0.005028,0.005028,2,victima
esto como,256,0.005017,0.005017,2,victima
como persona,244,0.005011,0.005011,2,victima
como entonces,268,0.005009,0.005009,2,victima
pues claro,271,0.005008,0.005008,2,victima
porque iba,277,0.005006,0.005006,2,victima
como porque,263,0.005003,0.005003,2,victima
miedo porque,255,0.005001,0.005001,2,victima
entonces son,279,0.004984,0.004984,2,victima
sino como,250,0.00498,0.00498,2,victima
gente muy,255,0.004979,0.004979,2,victima
mucho eso,235,0.004967,0.004967,2,victima
nivel nacional,254,0.004967,0.004967,2,victima
como fuera,291,0.004949,0.004949,2,victima
ustedes son,281,0.004936,0.004936,2,victima
dieron cuenta,249,0.00493,0.00493,2,victima
eso creo,277,0.00493,0.00493,2,victima
esto entonces,270,0.004904,0.004904,2,victima
algun grupo,204,0.004897,0.004897,2,victima
porque despues,242,0.004891,0.004891,2,victima
eso son,245,0.004887,0.004887,2,victima
como victima,254,0.004885,0.004885,2,victima
usted estaba,233,0.004876,0.004876,2,victima
hay hay,240,0.004873,0.004873,2,victima
como son,249,0.004872,0.004872,2,victima
porque mama,254,0.004872,0.004872,2,victima
pues bueno,250,0.004853,0.004853,2,victima
duro porque,244,0.004849,0.004849,2,victima
entonces papa,267,0.004849,0.004849,2,victima
casco urbano,248,0.004837,0.004837,2,victima
ejercito policia,239,0.004829,0.004829,2,victima
entonces toco,234,0.004827,0.004827,2,victima
estado colombiano,259,0.004824,0.004824,2,victima
cruz roja,266,0.004817,0.004817,2,victima
pues asi,231,0.004813,0.004813,2,victima
entonces asi,236,0.004811,0.004811,2,victima
eso iba,248,0.004807,0.004807,2,victima
porque estan,226,0.004793,0.004793,2,victima
interrup eso,256,0.004791,0.004791,2,victima
entonces muy,259,0.004785,0.004785,2,victima
hasta hoy,221,0.004782,0.004782,2,victima
bueno test,187,0.00478,0.00478,2,victima
interrup sea,259,0.004775,0.004775,2,victima
muy bonito,258,0.004764,0.004764,2,victima
nada como,227,0.004762,0.004762,2,victima
como sido,242,0.004758,0.004758,2,victima
dijo bueno,245,0.004757,0.004757,2,victima
dificil porque,240,0.00475,0.00475,2,victima
poco como,251,0.004744,0.004744,2,victima
porque digo,247,0.004744,0.004744,2,victima
hace parte,223,0.004742,0.004742,2,victima
hacia parte,315,0.004728,0.004728,2,victima
porque guerrilla,220,0.004718,0.004718,2,victima
hechos violencia,218,0.00471,0.00471,2,victima
como menos,224,0.00471,0.00471,2,victima
estan ahi,215,0.004701,0.004701,2,victima
estoy hablando,242,0.004692,0.004692,2,victima
usted decia,229,0.004665,0.004665,2,victima
guerrilla paramilitares,241,0.004662,0.004662,2,victima
menos eso,209,0.004659,0.004659,2,victima
eso puede,227,0.004659,0.004659,2,victima
eso duro,208,0.004655,0.004655,2,victima
porque asi,236,0.004649,0.004649,2,victima
sabe quien,220,0.004647,0.004647,2,victima
mama mama,232,0.004633,0.004633,2,victima
sido como,223,0.004633,0.004633,2,victima
haber sido,221,0.004628,0.004628,2,victima
todas personas,226,0.004624,0.004624,2,victima
fulano tal,234,0.004624,0.004624,2,victima
familia porque,217,0.004624,0.004624,2,victima
nada sino,205,0.004623,0.004623,2,victima
porque igual,284,0.004613,0.004613,2,victima
digo porque,237,0.004603,0.004603,2,victima
eso dijo,248,0.004593,0.004593,2,victima
son personas,216,0.004575,0.004575,2,victima
como parte,233,0.004572,0.004572,2,victima
acuerdo como,226,0.004571,0.004571,2,victima
eso hubo,201,0.004571,0.004571,2,victima
porque hubo,211,0.004565,0.004565,2,victima
sea hay,213,0.004561,0.004561,2,victima
porque tenemos,194,0.004556,0.004556,2,victima
claro como,236,0.004553,0.004553,2,victima
personas como,205,0.00455,0.00455,2,victima
eso claro,219,0.004548,0.004548,2,victima
ustedes estan,239,0.004518,0.004518,2,victima
dijo voy,240,0.004518,0.004518,2,victima
ver eso,242,0.004503,0.004503,2,victima
estamos haciendo,190,0.0045,0.0045,2,victima
habian dicho,214,0.004499,0.004499,2,victima
gente pueblo,204,0.004498,0.004498,2,victima
eran muy,212,0.004497,0.004497,2,victima
datos personales,324,0.004496,0.004496,2,victima
como eran,214,0.00449,0.00449,2,victima
pues usted,204,0.00449,0.00449,2,victima
familia pues,200,0.004484,0.004484,2,victima
sea porque,213,0.004475,0.004475,2,victima
bien como,215,0.004472,0.004472,2,victima
hay mucho,196,0.004461,0.004461,2,victima
papa papa,204,0.004456,0.004456,2,victima
entonces iba,224,0.004452,0.004452,2,victima
porque estamos,218,0.004441,0.004441,2,victima
mucho mucho,209,0.004435,0.004435,2,victima
dos hijos,189,0.004432,0.004432,2,victima
pueblo porque,187,0.004431,0.004431,2,victima
bueno vamos,212,0.004428,0.004428,2,victima
entonces mama,258,0.004426,0.004426,2,victima
estoy diciendo,220,0.00442,0.00442,2,victima
usted quiere,218,0.004419,0.004419,2,victima
ayuda humanitaria,168,0.004418,0.004418,2,victima
guerrilla pues,194,0.004416,0.004416,2,victima
cada quien,248,0.004408,0.004408,2,victima
dos tres,229,0.004408,0.004408,2,victima
quedo ahi,205,0.004401,0.004401,2,victima
porque creo,209,0.0044,0.0044,2,victima
entonces interrup,210,0.004399,0.004399,2,victima
paso paso,192,0.004393,0.004393,2,victima
entonces momento,198,0.004391,0.004391,2,victima
senor test,292,0.004381,0.004381,2,victima
momento pues,219,0.004378,0.004378,2,victima
despues como,208,0.004374,0.004374,2,victima
ahi estaban,202,0.004374,0.004374,2,victima
pues digo,195,0.004373,0.004373,2,victima
ejercito entonces,198,0.004368,0.004368,2,victima
pues digamos,256,0.004366,0.004366,2,victima
digo como,210,0.004364,0.004364,2,victima
porque queria,237,0.004353,0.004353,2,victima
guerrilla como,183,0.004349,0.004349,2,victima
eran personas,202,0.004346,0.004346,2,victima
como hace,197,0.004342,0.004342,2,victima
porque pronto,192,0.004338,0.004338,2,victima
tres meses,240,0.004338,0.004338,2,victima
ahi fui,201,0.004321,0.004321,2,victima
eso decia,214,0.004315,0.004315,2,victima
ahi estan,208,0.004303,0.004303,2,victima
eso tengo,200,0.004303,0.004303,2,victima
familia entonces,187,0.004301,0.004301,2,victima
hubiera sido,213,0.004297,0.004297,2,victima
vamos ver,192,0.004294,0.004294,2,victima
porque dicen,201,0.004289,0.004289,2,victima
porque estoy,206,0.00428,0.00428,2,victima
pues sea,221,0.004279,0.004279,2,victima
usted hace,192,0.004273,0.004273,2,victima
tengo nada,202,0.004271,0.004271,2,victima
usted dijo,207,0.004263,0.004263,2,victima
eso pasa,196,0.004263,0.004263,2,victima
porque van,201,0.004261,0.004261,2,victima
cualquier momento,206,0.004258,0.004258,2,victima
entonces claro,245,0.004256,0.004256,2,victima
pues tengo,187,0.004255,0.004255,2,victima
policia ejercito,187,0.004244,0.004244,2,victima
bueno despues,190,0.004243,0.004243,2,victima
pueblo entonces,178,0.004242,0.004242,2,victima
entonces entonces,197,0.004242,0.004242,2,victima
ahi tengo,185,0.004234,0.004234,2,victima
eran paramilitares,195,0.004226,0.004226,2,victima
objetivo militar,186,0.004222,0.004222,2,victima
porque dije,211,0.004218,0.004218,2,victima
bien entonces,213,0.004218,0.004218,2,victima
salir pais,227,0.004214,0.004214,2,victima
quienes son,191,0.004212,0.004212,2,victima
pasa nada,189,0.004212,0.004212,2,victima
como quien,192,0.0042,0.0042,2,victima
ustedes van,226,0.004198,0.004198,2,victima
hace mucho,179,0.004198,0.004198,2,victima
dice usted,194,0.004198,0.004198,2,victima
como bueno,227,0.00419,0.00419,2,victima
muy joven,210,0.00419,0.00419,2,victima
ahi bueno,195,0.00419,0.00419,2,victima
dimos cuenta,200,0.004185,0.004185,2,victima
listo entonces,191,0.004179,0.004179,2,victima
ahi sea,184,0.004178,0.004178,2,victima
entonces porque,197,0.004178,0.004178,2,victima
nada sea,188,0.004176,0.004176,2,victima
armadas revolucionarias,174,0.004173,0.004173,2,victima
paso esto,185,0.004167,0.004167,2,victima
porque podia,200,0.004165,0.004165,2,victima
mataron mataron,192,0.004162,0.004162,2,victima
ahi gente,174,0.004162,0.004162,2,victima
usted porque,197,0.004158,0.004158,2,victima
sabe como,206,0.004157,0.004157,2,victima
eso nada,189,0.004156,0.004156,2,victima
ejercito porque,178,0.004155,0.004155,2,victima
ahi empezo,191,0.00415,0.00415,2,victima
entonces senor,184,0.004148,0.004148,2,victima
porque todas,189,0.004145,0.004145,2,victima
estaba guerrilla,186,0.004144,0.004144,2,victima
bueno asi,205,0.004143,0.004143,2,victima
entonces vamos,197,0.004142,0.004142,2,victima
persona muy,182,0.004141,0.004141,2,victima
porque momento,207,0.004141,0.004141,2,victima
bueno listo,200,0.004141,0.004141,2,victima
tenian como,185,0.004139,0.004139,2,victima
paramilitares entonces,179,0.004135,0.004135,2,victima
porque ustedes,192,0.004131,0.004131,2,victima
eso hasta,178,0.004129,0.004129,2,victima
porque dijo,189,0.004126,0.004126,2,victima
nada nadie,180,0.004122,0.004122,2,victima
grupos margen,182,0.00412,0.00412,2,victima
dijo dijo,228,0.004118,0.004118,2,victima
como mes,178,0.004112,0.004112,2,victima
habian ido,195,0.004109,0.004109,2,victima
revolucionarias colombia,169,0.004102,0.004102,2,victima
ahi mataron,162,0.004097,0.004097,2,victima
porque fui,190,0.004089,0.004089,2,victima
sea gente,196,0.004089,0.004089,2,victima
porque voy,199,0.004088,0.004088,2,victima
como hasta,194,0.004086,0.004086,2,victima
hace poco,170,0.004085,0.004085,2,victima
llama eso,178,0.004085,0.004085,2,victima
eso habian,185,0.004079,0.004079,2,victima
toda parte,192,0.004078,0.004078,2,victima
estabamos ahi,185,0.004073,0.004073,2,victima
pues hasta,161,0.004072,0.004072,2,victima
ahora pues,179,0.004071,0.004071,2,victima
porque sido,182,0.004064,0.004064,2,victima
gente dice,190,0.004062,0.004062,2,victima
van dar,180,0.004059,0.004059,2,victima
eso interrup,211,0.004058,0.004058,2,victima
pues eran,197,0.004058,0.004058,2,victima
ahi despues,171,0.004058,0.004058,2,victima
lado lado,171,0.004056,0.004056,2,victima
colombia porque,203,0.004052,0.004052,2,victima
eso estamos,150,0.00405,0.00405,2,victima
cada rato,176,0.004046,0.004046,2,victima
cultivos ilicitos,166,0.004039,0.004039,2,victima
familia familia,178,0.004039,0.004039,2,victima
entonces decian,180,0.004038,0.004038,2,victima
parte organizacion,169,0.004032,0.004032,2,victima
como habian,170,0.004029,0.004029,2,victima
dice bueno,187,0.004029,0.004029,2,victima
como mujer,171,0.004,0.004,2,victima
junta accion comunal,279,0.009139,0.009139,3,victima
hay mucha gente,209,0.007845,0.007845,3,victima
fuerzas armadas revolucionarias,172,0.007445,0.007445,3,victima
grupos margen ley,177,0.007354,0.007354,3,victima
armadas revolucionarias colombia,164,0.007234,0.007234,3,victima
esto esto esto,209,0.006554,0.006554,3,victima
nada nada nada,157,0.006437,0.006437,3,victima
porque como digo,146,0.006178,0.006178,3,victima
como quien dice,143,0.006106,0.006106,3,victima
eso muy duro,130,0.005927,0.005927,3,victima
porque usted sabe,120,0.005859,0.005859,3,victima
bueno muchas gracias,129,0.005824,0.005824,3,victima
entonces eso como,130,0.005802,0.005802,3,victima
muy duro porque,133,0.005798,0.005798,3,victima
juntas accion comunal,148,0.005769,0.005769,3,victima
porque todas maneras,109,0.005112,0.005112,3,victima
test muchas gracias,82,0.004959,0.004959,3,victima
pues gracias dios,96,0.004909,0.004909,3,victima
pues como digo,95,0.004841,0.004841,3,victima
ejercito liberacion nacional,93,0.004822,0.004822,3,victima
entonces dije pues,105,0.004789,0.004789,3,victima
registro unico victimas,88,0.004738,0.004738,3,victima
muy dificil porque,104,0.004718,0.004718,3,victima
eso entonces eso,94,0.00471,0.00471,3,victima
marco conflicto armado,73,0.004625,0.004625,3,victima
eso eso eso,90,0.004613,0.004613,3,victima
como como como,84,0.004559,0.004559,3,victima
algun grupo armado,72,0.00452,0.00452,3,victima
eso eso como,92,0.004484,0.004484,3,victima
doy gracias dios,92,0.004367,0.004367,3,victima
muy duro muy,84,0.004313,0.004313,3,victima
entonces pues eso,80,0.004284,0.004284,3,victima
porque mucha gente,81,0.004196,0.004196,3,victima
porque daba miedo,75,0.004184,0.004184,3,victima
autodefensas unidas colombia,63,0.004159,0.004159,3,victima
porque pues como,78,0.00408,0.00408,3,victima
eso mejor dicho,81,0.004064,0.004064,3,victima
organizacion inc organizacion,93,0.003942,0.003942,3,victima
don test usted,69,0.003936,0.003936,3,victima
eso porque eso,71,0.00391,0.00391,3,victima
muy buenas tardes,51,0.003907,0.003907,3,victima
inc fuerzas armadas,63,0.003883,0.003883,3,victima
pues todas maneras,105,0.003862,0.003862,3,victima
organizacion organizacion organizacion,67,0.003858,0.003858,3,victima
entonces dije bueno,71,0.003825,0.003825,3,victima
eso como como,69,0.003791,0.003791,3,victima
muchas gracias bueno,59,0.003765,0.003765,3,victima
como digo como,73,0.003717,0.003717,3,victima
bien gracias dios,58,0.003714,0.003714,3,victima
porque hay gente,69,0.003701,0.003701,3,victima
entonces creo eso,70,0.003694,0.003694,3,victima
eso porque pues,72,0.003682,0.003682,3,victima
gracias dios pues,61,0.00367,0.00367,3,victima
pudo haber sido,61,0.003623,0.003623,3,victima
bueno don test,57,0.003592,0.003592,3,victima
porque iban matar,59,0.003562,0.003562,3,victima
muy bien porque,56,0.003472,0.003472,3,victima
muy dificil muy,61,0.003461,0.003461,3,victima
mejor dicho eso,62,0.003461,0.003461,3,victima
eso iba preguntar,59,0.003447,0.003447,3,victima
entonces pues como,60,0.003441,0.003441,3,victima
porque estaba muy,61,0.003433,0.003433,3,victima
como dice dicho,61,0.003431,0.003431,3,victima
asi como digo,66,0.003405,0.003405,3,victima
